director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,summary,overview
Veena Sud,Mireille Enos,Peter Sarsgaard,Joey King,Horror Drama Mystery Thriller,The Lie,Mireille Enos Peter Sarsgaard Joey King Veena Sud Horror Drama Mystery Thriller,"A father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. When they stop to offer the friend a ride, their good intentions soon result in terrible consequences."
Steven Brill,Adam Sandler,Kevin James,Julie Bowen,Comedy Mystery Horror,Hubie Halloween,Adam Sandler Kevin James Julie Bowen Steven Brill Comedy Mystery Horror,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween."
Brannon Braga,Britt Robertson,Anna Friel,Rafi Gavron,Horror Science Fiction,Books of Blood,Britt Robertson Anna Friel Rafi Gavron Brannon Braga Horror Science Fiction,A journey into uncharted and forbidden territory through three tales tangled in space and time.
Angel Manuel Soto,Jahi Di'Allo Winston,Meek Mill,Will Catlett,Drama,Charm City Kings,Jahi Di'Allo Winston Meek Mill Will Catlett Angel Manuel Soto Drama,"Mouse desperately wants to join The Midnight Clique, the infamous Baltimore dirt bike riders who rule the summertime streets. When Midnight’s leader, Blax, takes 14-year-old Mouse under his wing, Mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence."
Tim Hill,Robert De Niro,Uma Thurman,Rob Riggle,Comedy Family,The War with Grandpa,Robert De Niro Uma Thurman Rob Riggle Tim Hill Comedy Family,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war."
Woody Allen,Timothée Chalamet,Elle Fanning,Selena Gomez,Comedy Romance,A Rainy Day in New York,Timothée Chalamet Elle Fanning Selena Gomez Woody Allen Comedy Romance,"Two young people arrive in New York to spend a weekend, but once they arrive they're met with bad weather and a series of adventures."
Diane Paragas,Eva Noblezada,Dale Watson,Princess Punzalan,Drama Music,Yellow Rose,Eva Noblezada Dale Watson Princess Punzalan Diane Paragas Drama Music,"Rose, a 17-year-old Filipino-American teenager from Texas, dreams of becoming a country music icon. She has to fend for herself when her mother is arrested by ICE, and must choose between following her dreams without her mother or leaving her passions behind."
Radha Blank,Radha Blank,Peter Kim,Oswin Benjamin,Comedy Drama,The Forty-Year-Old Version,Radha Blank Peter Kim Oswin Benjamin Radha Blank Comedy Drama,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
Zu Quirke,Sydney Sweeney,Madison Iseman,Jacques Colimon,Horror Mystery Thriller Music,Nocturne,Sydney Sweeney Madison Iseman Jacques Colimon Zu Quirke Horror Mystery Thriller Music,"Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate."
"Elan Dassani, Rajeev Dassani",Sarita Choudhury,Sunita Mani,Omar Maskati,Mystery Thriller,Evil Eye,"Sarita Choudhury Sunita Mani Omar Maskati Elan Dassani, Rajeev Dassani Mystery Thriller",A seemingly perfect romance turns dark when a mother becomes convinced her daughter’s new boyfriend has a sinister connection to her own past.
Rachel Talalay,Tamara Smart,Oona Laurence,Tom Felton,Family Fantasy Adventure Comedy,A Babysitter's Guide to Monster Hunting,Tamara Smart Oona Laurence Tom Felton Rachel Talalay Family Fantasy Adventure Comedy,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween."
Michael Matthews,Dylan O'Brien,Jessica Henwick,Dan Ewing,Comedy Action Adventure Fantasy,Love and Monsters,Dylan O'Brien Jessica Henwick Dan Ewing Michael Matthews Comedy Action Adventure Fantasy,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way."
Mark Williams,Liam Neeson,Kate Walsh,Robert Patrick,Thriller Action Crime Drama,Honest Thief,Liam Neeson Kate Walsh Robert Patrick Mark Williams Thriller Action Crime Drama,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name."
Justin Baldoni,Fin Argus,Sabrina Carpenter,Madison Iseman,Music Drama Romance,Clouds,Fin Argus Sabrina Carpenter Madison Iseman Justin Baldoni Music Drama Romance,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon."
Edward James Olmos,David Strathairn,Kate Bosworth,Pablo Schreiber,Drama Thriller,The Devil Has a Name,David Strathairn Kate Bosworth Pablo Schreiber Edward James Olmos Drama Thriller,An oil baron and a farmer standoff after the water on his farm is poisoned by her company.
Evan Morgan,Adam Brody,Sophie Nélisse,Tzi Ma,Comedy Drama Mystery,The Kid Detective,Adam Brody Sophie Nélisse Tzi Ma Evan Morgan Comedy Drama Mystery,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend."
Johnny Martin,Tyler Posey,Summer Spiro,Robert Ri'chard,Thriller Horror Drama,Alone,Tyler Posey Summer Spiro Robert Ri'chard Johnny Martin Thriller Horror Drama,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her."
Lance Hool,Jacob Elordi,Adan Canto,Tiera Skovbye,Romance Drama,2 Hearts,Jacob Elordi Adan Canto Tiera Skovbye Lance Hool Romance Drama,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways."
Steve Byrne,Jimmy O. Yang,Alex Moffat,Cedric the Entertainer,Comedy,The Opening Act,Jimmy O. Yang Alex Moffat Cedric the Entertainer Steve Byrne Comedy,"The film follows Will Chu whose true life passion is to become a stand-up comedian. He is given the opportunity to emcee a comedy show, opening for his hero, Billy G. Chu has to decide if he wants to continue the life he has set up or to pursue his dream, the life of a comedian."
Robert Zemeckis,Anne Hathaway,Octavia Spencer,Stanley Tucci,Family Fantasy Adventure Comedy Horror,Roald Dahl's The Witches,Anne Hathaway Octavia Spencer Stanley Tucci Robert Zemeckis Family Fantasy Adventure Comedy Horror,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered."
Glen Keane,Cathy Ang,Phillipa Soo,Ken Jeong,Animation Adventure Family Fantasy,Over the Moon,Cathy Ang Phillipa Soo Ken Jeong Glen Keane Animation Adventure Family Fantasy,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess."
Roger Kumble,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse,Romance Drama,After We Collided,Josephine Langford Hero Fiennes Tiffin Dylan Sprouse Roger Kumble Romance Drama,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.
David Prior,James Badge Dale,Marin Ireland,Stephen Root,Horror Mystery Thriller,The Empty Man,James Badge Dale Marin Ireland Stephen Root David Prior Horror Mystery Thriller,"Retired cop James Lasombra is asked by a friend to investigate the disappearance of her daughter, who seemingly packed in the night and left an ominous message on the bathroom mirror - ""The Empty Man Made Me Do It."" As he investigates this mysterious figure further, James begins to see and hear strange things, and is forced to come to terms with his past and what it means for his future."
Kurt Wimmer,Elena Kampouris,Kate Moyer,Callan Mulvey,Horror Thriller,Children of the Corn,Elena Kampouris Kate Moyer Callan Mulvey Kurt Wimmer Horror Thriller,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.
Justin Simien,Elle Lorraine,Vanessa Williams,Jay Pharoah,Horror,Bad Hair Day,Elle Lorraine Vanessa Williams Jay Pharoah Justin Simien Horror,"The film is about a high school tech whiz (Laura Marano), who is determined to become prom queen. But on the big day, she suddenly wakes up having a bad hair day, and her destroyed prom dress, and everything that can go wrong, does go badly wrong. A police officer (Leigh-Allyn Baker) seeks the necklace that the teen somehow ends up possessing. Prom day goes really bad as the pair is pursued by a dogged jewel thief (Christian Campbell) on a wild ride cross around the city."
Nicol Paone,Malin Åkerman,Kat Dennings,Aisha Tyler,Comedy,Friendsgiving,Malin Åkerman Kat Dennings Aisha Tyler Nicol Paone Comedy,"Newly-divorced actress Molly, her recently-dumped lesbian best friend Abby and Molly’s mother Helen host a dysfunctional, comical and chaotic Thanksgiving dinner for their motley crew of close friends and strange acquaintances."
Zoe Lister-Jones,Cailee Spaeny,Gideon Adlon,Lovie Simone,Horror Drama Fantasy,The Craft: Legacy,Cailee Spaeny Gideon Adlon Lovie Simone Zoe Lister-Jones Horror Drama Fantasy,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.
John Whitesell,Emma Roberts,Luke Bracey,Kristin Chenoweth,Comedy Romance,Holidate,Emma Roberts Luke Bracey Kristin Chenoweth John Whitesell Comedy Romance,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way."
Jacob Chase,Gillian Jacobs,John Gallagher Jr.,Azhy Robertson,Horror Mystery,Come Play,Gillian Jacobs John Gallagher Jr. Azhy Robertson Jacob Chase Horror Mystery,"A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen."
Max Winkler,Charlie Hunnam,Jack O'Connell,Jessica Barden,Drama,Jungleland,Charlie Hunnam Jack O'Connell Jessica Barden Max Winkler Drama,"Stanley manages his boxer brother Lion but when a devastating loss in the ring leaves the pair in debt, an opportunity to recoup the cash leads to a series of misadventures that threaten to break the bond between them."
Thomas Bezucha,Diane Lane,Kevin Costner,Lesley Manville,Drama Thriller Crime,Let Him Go,Diane Lane Kevin Costner Lesley Manville Thomas Bezucha Drama Thriller Crime,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas."
Andrea Di Stefano,Joel Kinnaman,Rosamund Pike,Common,Drama Crime Thriller,The Informer,Joel Kinnaman Rosamund Pike Common Andrea Di Stefano Drama Crime Thriller,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones."
Bryan Bertino,Marin Ireland,Michael Abbott Jr.,Xander Berkeley,Horror,The Dark and the Wicked,Marin Ireland Michael Abbott Jr. Xander Berkeley Bryan Bertino Horror,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family."
Ron Howard,Amy Adams,Glenn Close,Gabriel Basso,Drama,Hillbilly Elegy,Amy Adams Glenn Close Gabriel Basso Ron Howard Drama,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future."
David Fincher,Gary Oldman,Amanda Seyfried,Lily Collins,Drama History,Mank,Gary Oldman Amanda Seyfried Lily Collins David Fincher Drama History,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.
Christopher Landon,Vince Vaughn,Kathryn Newton,Katie Finneran,Horror Thriller Comedy Fantasy,Freaky,Vince Vaughn Kathryn Newton Katie Finneran Christopher Landon Horror Thriller Comedy Fantasy,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl."
David E. Talbert,Forest Whitaker,Keegan-Michael Key,Hugh Bonneville,Family Fantasy Music,Jingle Jangle: A Christmas Journey,Forest Whitaker Keegan-Michael Key Hugh Bonneville David E. Talbert Family Fantasy Music,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever."
Miles Joris-Peyrafitte,Finn Cole,Margot Robbie,Travis Fimmel,Thriller Drama,Dreamland,Finn Cole Margot Robbie Travis Fimmel Miles Joris-Peyrafitte Thriller Drama,"Amid the dust storms and economic depression of Dust Bowl Era Oklahoma, Eugene Evans finds his family farm on the brink of foreclosure. Discovering fugitive bank robber Allison Wells hiding in his small town, he is torn between claiming the bounty on her head and his growing attraction to the seductive criminal."
"Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste",Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Action Comedy Fantasy,Fatman,"Mel Gibson Walton Goggins Marianne Jean-Baptiste Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste Action Comedy Fantasy","A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking."
Edoardo Ponti,Sophia Loren,Ibrahima Gueye,Abril Zamora,Drama,La vita davanti a sé,Sophia Loren Ibrahima Gueye Abril Zamora Edoardo Ponti Drama,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her."
Michael Angelo Covino,Kyle Marvin,Michael Angelo Covino,Gayle Rankin,Comedy Drama,The Climb,Kyle Marvin Michael Angelo Covino Gayle Rankin Michael Angelo Covino Comedy Drama,A look at the friendship between two guys that spans over many years.
Paul Leyden,Malin Åkerman,Bella Thorne,Fortune Feimster,Action Comedy,Chick Fight,Malin Åkerman Bella Thorne Fortune Feimster Paul Leyden Action Comedy,"When Anna Wyncomb is introduced to an underground, all-female fight club in order to turn the mess of her life around, she discovers she is much more personally connected to the history of the club than she could ever imagine."
Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Family Romance Comedy Drama,The Princess Switch: Switched Again,Vanessa Hudgens Sam Palladio Nick Sagar Michael Rohl Family Romance Comedy Drama,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans."
Aneesh Chaganty,Sarah Paulson,Kiera Allen,Pat Healy,Thriller Horror Drama,Run,Sarah Paulson Kiera Allen Pat Healy Aneesh Chaganty Thriller Horror Drama,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret."
Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Drama Music,Sound of Metal,Riz Ahmed Olivia Cooke Paul Raci Darius Marder Drama Music,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew."
Dan Friedkin,Guy Pearce,Claes Bang,Vicky Krieps,Drama,The Last Vermeer,Guy Pearce Claes Bang Vicky Krieps Dan Friedkin Drama,"A soldier and member of the Dutch resistance investigates stolen art in the wake of the Second World War, including a Vermeer sold to the Nazis by a flamboyant forger."
Dimitri Logothetis,Alain Moussi,Frank Grillo,JuJu Chan,Fantasy Action Science Fiction,Jiu Jitsu,Alain Moussi Frank Grillo JuJu Chan Dimitri Logothetis Fantasy Action Science Fiction,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance."
Josh Duhamel,Josh Duhamel,Dax Shepard,Olivia Munn,Comedy Drama,Buddy Games,Josh Duhamel Dax Shepard Olivia Munn Josh Duhamel Comedy Drama,"After six lifelong friends have a five-year falling out, “The Bobfather”, reunites his pals for the Buddy Games, an insane competition of absurd physical and mental challenges with the chance to win a $150,000 pot. Now all bets are off, as the determined dudes' fight, claw, and party for the big bucks."
Joel Crawford,Nicolas Cage,Emma Stone,Ryan Reynolds,Animation Family Adventure Fantasy Comedy,The Croods: A New Age,Nicolas Cage Emma Stone Ryan Reynolds Joel Crawford Animation Family Adventure Fantasy Comedy,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together."
Clea DuVall,Kristen Stewart,Mackenzie Davis,Alison Brie,Romance Comedy,Happiest Season,Kristen Stewart Mackenzie Davis Alison Brie Clea DuVall Romance Comedy,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.
George C. Wolfe,Viola Davis,Chadwick Boseman,Glynn Turman,Drama Music,Ma Rainey's Black Bottom,Viola Davis Chadwick Boseman Glynn Turman George C. Wolfe Drama Music,Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play.
Chris Columbus,Kurt Russell,Goldie Hawn,Darby Camp,Family Fantasy Adventure Comedy,The Christmas Chronicles: Part Two,Kurt Russell Goldie Hawn Darby Camp Chris Columbus Family Fantasy Adventure Comedy,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus."
Alan Ball,Paul Bettany,Sophia Lillis,Peter Macdissi,Drama,Uncle Frank,Paul Bettany Sophia Lillis Peter Macdissi Alan Ball Drama,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid."
Taylor Swift,Taylor Swift,Jack Antonoff,Aaron Dessner,Music Documentary,Folklore: The Long Pond Studio Sessions,Taylor Swift Jack Antonoff Aaron Dessner Taylor Swift Music Documentary,"An intimate concert film, in which Taylor Swift performs each song from her album 'folklore' in order, as she reveals the meaning and the stories behind all 17 tracks for the very first time."
Ben Falcone,Melissa McCarthy,Bobby Cannavale,Brian Tyree Henry,Comedy Science Fiction Romance,Superintelligence,Melissa McCarthy Bobby Cannavale Brian Tyree Henry Ben Falcone Comedy Science Fiction Romance,"When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving."
Mitja Okorn,Jaden Smith,Cara Delevingne,Cuba Gooding Jr.,Drama Romance,Life in a Year,Jaden Smith Cara Delevingne Cuba Gooding Jr. Mitja Okorn Drama Romance,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left."
Ashley Avis,Mackenzie Foy,Kate Winslet,Claire Forlani,Drama,Black Beauty,Mackenzie Foy Kate Winslet Claire Forlani Ashley Avis Drama,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures."
Ryan Murphy,Meryl Streep,James Corden,Jo Ellen Pellman,Comedy Music Romance,The Prom,Meryl Streep James Corden Jo Ellen Pellman Ryan Murphy Comedy Music Romance,"After the PTA of a conservative high school in Indiana bans same-sex couples from attending the annual prom, a gang of flamboyant Broadway stars try to boost their image by showing up to support two lesbian students."
Marc Meyers,Jessica Rothe,Harry Shum Jr.,Kyle Allen,Romance Drama,All My Life,Jessica Rothe Harry Shum Jr. Kyle Allen Marc Meyers Romance Drama,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it."
Sharon Maguire,Isla Fisher,Jillian Bell,Santiago Cabrera,Family Fantasy Comedy,Godmothered,Isla Fisher Jillian Bell Santiago Cabrera Sharon Maguire Family Fantasy Comedy,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming."""
April Mullen,Aaron Eckhart,Katheryn Winnick,Heather Graham,Thriller Crime Mystery,Wander,Aaron Eckhart Katheryn Winnick Heather Graham April Mullen Thriller Crime Mystery,"After getting hired to probe a suspicious death in the small town of Wander, a mentally unstable private investigator becomes convinced the case is linked to the same 'conspiracy cover up' that caused the death of his daughter."
Lawrence Michael Levine,Aubrey Plaza,Christopher Abbott,Sarah Gadon,Drama Comedy Thriller,Black Bear,Aubrey Plaza Christopher Abbott Sarah Gadon Lawrence Michael Levine Drama Comedy Thriller,"At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously intertwined their lives will soon become."
Steven Soderbergh,Meryl Streep,Candice Bergen,Gemma Chan,Comedy Drama,Let Them All Talk,Meryl Streep Candice Bergen Gemma Chan Steven Soderbergh Comedy Drama,A celebrated author takes a journey with some old friends to have some fun and heal old wounds. Her nephew comes along to wrangle the ladies and finds himself involved with a young literary agent.
George Clooney,George Clooney,Felicity Jones,David Oyelowo,Science Fiction Drama,The Midnight Sky,George Clooney Felicity Jones David Oyelowo George Clooney Science Fiction Drama,A lone scientist in the Arctic races to contact a crew of astronauts returning home to a mysterious global catastrophe.
Adam Mason,KJ Apa,Sofia Carson,Craig Robinson,Thriller Romance Drama Mystery,Songbird,KJ Apa Sofia Carson Craig Robinson Adam Mason Thriller Romance Drama Mystery,"During a pandemic lockdown, Nico, a young man with rare immunity, must overcome martial law, murderous vigilantes and a powerful family to reunite with his love, Sara."
John Patrick Shanley,Emily Blunt,Jamie Dornan,Jon Hamm,Romance Drama,Wild Mountain Thyme,Emily Blunt Jamie Dornan Jon Hamm John Patrick Shanley Romance Drama,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams."
Reginald Hudlin,Jay Reeves,Thaddeus J. Mixson,Corinne Foxx,Family Drama History,Safety,Jay Reeves Thaddeus J. Mixson Corinne Foxx Reginald Hudlin Family Drama History,"The story of Ray-Ray McElrathbey, a freshman football player for Clemson University, who secretly raised his younger brother on campus after his home life became too unsteady."
Tara Miele,Sienna Miller,Diego Luna,Beth Grant,Romance Drama,Wander Darkly,Sienna Miller Diego Luna Beth Grant Tara Miele Romance Drama,New parents Adrienne and Matteo are forced to reckon with trauma amidst their troubled relationship. They must revisit the memories of their past and unravel haunting truths in order to face their uncertain future.
Julia Hart,Rachel Brosnahan,Arinzé Kene,Marsha Stephanie Blake,Drama Crime,I'm Your Woman,Rachel Brosnahan Arinzé Kene Marsha Stephanie Blake Julia Hart Drama Crime,"A woman is forced to go on the run after her husband betrays his partners, sending her and her baby on a dangerous journey."
Jamie Babbit,Drew Barrymore,Michael Zegen,T.J. Miller,Comedy,The Stand In,Drew Barrymore Michael Zegen T.J. Miller Jamie Babbit Comedy,"When ordered to serve a year in rehab, actress Candy hires her on-set stand-in to take her place. The unassuming woman flips the script and steals her identity, career and boyfriend in this hilarious comedy about trading places."
Adam Egypt Mortimer,Joe Manganiello,Skylan Brooks,Zolee Griggs,Action Thriller Crime Science Fiction,Archenemy,Joe Manganiello Skylan Brooks Zolee Griggs Adam Egypt Mortimer Action Thriller Crime Science Fiction,"Max Fist claims he’s a hero from another dimension who has somehow landed on Earth and been stripped of his powers. Instead of treating him like a powerful champion, no one believes Max’s claims — except for a teenager named Hamster and his sister Indigo. The siblings convince Max to help them take out a local drug gang, where Max’s abilities are put to a violent and harrowing test."
Ekwa Msangi,Ntare Mwine,Zainab Jah,Jayme Lawson,Romance Drama,Farewell Amor,Ntare Mwine Zainab Jah Jayme Lawson Ekwa Msangi Romance Drama,"Reunited after a 17 year separation, Walter, an Angolan immigrant, is joined in the U.S. by his wife and teenage daughter. Now absolute strangers sharing a one-bedroom apartment, they discover a shared love of dance that may help overcome the emotional distance between them."
Paul W. S. Anderson,Milla Jovovich,Tony Jaa,"Tip ""T.I."" Harris",Action Fantasy Adventure,Monster Hunter,"Milla Jovovich Tony Jaa Tip ""T.I."" Harris Paul W. S. Anderson Action Fantasy Adventure","A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home."
Ric Roman Waugh,Gerard Butler,Morena Baccarin,David Denman,Action Thriller Drama,Greenland,Gerard Butler Morena Baccarin David Denman Ric Roman Waugh Action Thriller Drama,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven."
Deon Taylor,Hilary Swank,Michael Ealy,Mike Colter,Thriller,Fatale,Hilary Swank Michael Ealy Mike Colter Deon Taylor Thriller,"After a one-night stand, a successful married man finds himself entangled and tricked in a female detective's latest investigation murder scheme."
Liam O'Donnell,Lindsey Morgan,Jonathan Howard,Daniel Bernhardt,Science Fiction Action,Skylines,Lindsey Morgan Jonathan Howard Daniel Bernhardt Liam O'Donnell Science Fiction Action,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity."
Shawn Linden,Devon Sawa,Camille Sullivan,Nick Stahl,Horror Thriller,Hunter Hunter,Devon Sawa Camille Sullivan Nick Stahl Shawn Linden Horror Thriller,Joseph and his family live in the remote wilderness as fur trappers but their tranquility starts to be threatened when they think are being hunted by the return of a rogue wolf and Joseph leaves them behind to track it.
Eugene Ashe,Tessa Thompson,Nnamdi Asomugha,Ryan Michelle Bathe,Drama Romance,Sylvie's Love,Tessa Thompson Nnamdi Asomugha Ryan Michelle Bathe Eugene Ashe Drama Romance,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success."
Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,Action Adventure Fantasy,Wonder Woman 1984,Gal Gadot Chris Pine Kristen Wiig Patty Jenkins Action Adventure Fantasy,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.
Pete Docter,Jamie Foxx,Tina Fey,Graham Norton,Family Animation Music Comedy Fantasy,Soul,Jamie Foxx Tina Fey Graham Norton Pete Docter Family Animation Music Comedy Fantasy,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful gig at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth."
Robert Rodriguez,Priyanka Chopra Jonas,Pedro Pascal,YaYa Gosselin,Action Fantasy Family Comedy,We Can Be Heroes,Priyanka Chopra Jonas Pedro Pascal YaYa Gosselin Robert Rodriguez Action Fantasy Family Comedy,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet."
